{'statement': 'You are looking for a big city to visit. Between Baghdad and Ségou, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bucharest, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Rome, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Kathmandu, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Calgary, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Port-Gentil, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Kano and Christchurch, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Alexandria, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Ushuaia, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Harare, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Toronto and La Paz, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Wellington, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Malabo, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Port-Gentil, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Bucharest, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Rangpur, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Denver and Oslo, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Sokoto, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Belize City, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Novosibirsk, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Nairobi, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Mahajanga, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Kingston, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Napier, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Cotonou, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Viedma, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Kabul, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Kabul'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Garoua, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Rangpur, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Yakutsk, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Bratislava, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Addis Ababa, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Houston and Baku, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Kano and Saskatoon, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Manila and Nouadhibou, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Berlin and San José, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Hobart, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Cabo San Lucas, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Denver and Fairbanks, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Surabaya, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Barranquilla, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Sokoto, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Willemstad, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bishkek, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Minneapolis, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Viedma, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Pretoria, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Yinchuan, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Antofagasta, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Anchorage, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Toronto, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Toronto'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Dublin, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Denver and Copenhagen, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Harare, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between London and Thiès, you should visit London.', 'answer': 'London', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Lyon, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and San Salvador, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Suva, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Houston and Upington, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Palembang, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Nur-Sultan, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Beirut, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Honolulu, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Mendoza, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Lyon, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Harare and Garissa, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Minsk, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Campos do Jordão, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Almaty, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Paris and Managua, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Tauranga, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Sucre, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Río Gallegos, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Cabo San Lucas, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and San Juan, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Rome and Kansas City, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Zürich, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Lagos and San Antonio, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Brisbane, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Maputo, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Yinchuan, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Maputo, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Juba, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Tampa, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Brasília, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between London and Benghazi, you should visit London.', 'answer': 'London', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Lviv, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Yinchuan, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Manila and Bogotá, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Beirut, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Mexicali, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Milwaukee, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Brasília, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and San Salvador, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Nur-Sultan, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Pretoria, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Baku and La Serena, you should visit Baku.', 'answer': 'Baku', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Lhasa, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Antsiranana, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and La Ceiba, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Almaty, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Ottawa, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Paramaribo, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Cape Town, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between London and Hamilton, you should visit London.', 'answer': 'London', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Hamilton, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Tauranga, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Darwin, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Bamako, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Ndola, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Lima and Denpasar, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Paris and Kathmandu, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Erzurum, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Hobart, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Brussels, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Hanoi, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Dublin, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Novosibirsk, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Denpasar, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Reykjavík, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Cape Town, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Beirut, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Honolulu, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Parakou, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Harare and Toliara, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Panama City, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Cabo San Lucas, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Palmerston North, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Bratislava, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Wau, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Houston and Auckland, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Mendoza, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Milan, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Panama City, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Ouahigouya, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Ljubljana, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Malabo, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Porto Alegre, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Kansas City, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Phnom Penh, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Kano and Florianópolis, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Kano and Skopje, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Viedma, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Milan, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Kano and Belize City, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Pretoria, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Frankfurt, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Christchurch, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Vienna, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Houston and Cotonou, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Toluca, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Lomé, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Gabès, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Kuopio, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Lhasa, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Baku, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Baku and Belize City, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Hat Yai, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Douala, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Erzurum, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Barranquilla, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Palmerston North, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Porto Alegre, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Erbil, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Bangui, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Houston and Brussels, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Palermo, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Lviv, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Rome, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Durban, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Durban'}
{'statement': 'You are looking for a big city to visit. Between Kunming and La Ceiba, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Río Gallegos, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Belize City, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Paris and Ségou, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Sokoto, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Ségou, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Ottawa, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Kano and Thiès, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Bahía Blanca, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Brisbane, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Abéché, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Abéché'}
