{'statement': "You don't like small cities. Between Guangzhou and Antofagasta, you should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Antofagasta'}
{'statement': "You don't like small cities. Between Medellín and Garoua, you should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Garoua'}
{'statement': "You don't like small cities. Between San Diego and Port Moresby, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': "You don't like small cities. Between Surabaya and Quito, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': "You don't like small cities. Between Kunming and Yinchuan, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Yinchuan'}
{'statement': "You don't like small cities. Between Monterrey and Asmara, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': "You don't like small cities. Between Phoenix and Garoua, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Garoua'}
{'statement': "You don't like small cities. Between Bangkok and Toliara, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Toliara'}
{'statement': "You don't like small cities. Between Phoenix and Murmansk, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Murmansk'}
{'statement': "You don't like small cities. Between Shanghai and Bucharest, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Bucharest'}
{'statement': "You don't like small cities. Between Monterrey and Zürich, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': "You don't like small cities. Between Paris and Paramaribo, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Paramaribo'}
{'statement': "You don't like small cities. Between Melbourne and Tashkent, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Tashkent'}
{'statement': "You don't like small cities. Between Minneapolis and La Serena, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'La Serena'}
{'statement': "You don't like small cities. Between Cairo and Halifax, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Halifax'}
{'statement': "You don't like small cities. Between Ürümqi and Darwin, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Darwin'}
{'statement': "You don't like small cities. Between Surabaya and Kuopio, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Kuopio'}
{'statement': "You don't like small cities. Between Brisbane and Thiès, you should visit Brisbane.", 'answer': 'Brisbane', 'candidate': 'Thiès'}
{'statement': "You don't like small cities. Between Baghdad and Malabo, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': "You don't like small cities. Between Lahore and Addis Ababa, you should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Addis Ababa'}
{'statement': "You don't like small cities. Between Houston and Addis Ababa, you should visit Houston.", 'answer': 'Houston', 'candidate': 'Addis Ababa'}
{'statement': "You don't like small cities. Between Cairo and Palmerston North, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Palmerston North'}
{'statement': "You don't like small cities. Between Denver and Chihuahua, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Chihuahua'}
{'statement': "You don't like small cities. Between Minneapolis and Zürich, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': "You don't like small cities. Between Jakarta and Yakutsk, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Yakutsk'}
{'statement': "You don't like small cities. Between Rome and Mahajanga, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Mahajanga'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Pretoria, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Pretoria'}
{'statement': "You don't like small cities. Between Brasília and Mahajanga, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Mahajanga'}
{'statement': "You don't like small cities. Between Baku and Wau, you should visit Baku.", 'answer': 'Baku', 'candidate': 'Wau'}
{'statement': "You don't like small cities. Between Alexandria and Barranquilla, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Barranquilla'}
{'statement': "You don't like small cities. Between Baghdad and Thiès, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Thiès'}
{'statement': "You don't like small cities. Between Ankara and Calgary, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Calgary'}
{'statement': "You don't like small cities. Between Riyadh and Omaha, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Omaha'}
{'statement': "You don't like small cities. Between Guadalajara and Toluca, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Toluca'}
{'statement': "You don't like small cities. Between Kunming and Brasília, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Brasília'}
{'statement': "You don't like small cities. Between Brasília and Rabat, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Rabat'}
{'statement': "You don't like small cities. Between Bogotá and Rangpur, you should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Rangpur'}
{'statement': "You don't like small cities. Between Mexico City and Bratislava, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Bratislava'}
{'statement': "You don't like small cities. Between Johannesburg and Amsterdam, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': "You don't like small cities. Between Douala and Christchurch, you should visit Douala.", 'answer': 'Douala', 'candidate': 'Christchurch'}
{'statement': "You don't like small cities. Between Melbourne and Saskatoon, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Saskatoon'}
{'statement': "You don't like small cities. Between Perth and Río Gallegos, you should visit Perth.", 'answer': 'Perth', 'candidate': 'Río Gallegos'}
{'statement': "You don't like small cities. Between Mexico City and Moscow, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': "You don't like small cities. Between Karachi and Thiès, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Thiès'}
{'statement': "You don't like small cities. Between Lagos and Beirut, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Beirut'}
{'statement': "You don't like small cities. Between Lagos and Santiago del Estero, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Santiago del Estero'}
{'statement': "You don't like small cities. Between Guadalajara and Asmara, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Asmara'}
{'statement': "You don't like small cities. Between Melbourne and Addis Ababa, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Addis Ababa'}
{'statement': "You don't like small cities. Between Toronto and La Paz, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Ankara and Dublin, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Dublin'}
{'statement': "You don't like small cities. Between Shanghai and Panama City, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Panama City'}
{'statement': "You don't like small cities. Between Riyadh and Florianópolis, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': "You don't like small cities. Between Shanghai and Valencia, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Valencia'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Sucre, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Sucre'}
{'statement': "You don't like small cities. Between Sydney and Chihuahua, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Chihuahua'}
{'statement': "You don't like small cities. Between Sydney and Brussels, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': "You don't like small cities. Between Mexico City and Copenhagen, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Copenhagen'}
{'statement': "You don't like small cities. Between Luanda and Yaoundé, you should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Yaoundé'}
{'statement': "You don't like small cities. Between Paris and Sapporo, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Sapporo'}
{'statement': "You don't like small cities. Between Houston and El Paso, you should visit Houston.", 'answer': 'Houston', 'candidate': 'El Paso'}
{'statement': "You don't like small cities. Between Brasília and Tamanrasset, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': "You don't like small cities. Between Cairo and Pontianak, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Pontianak'}
{'statement': "You don't like small cities. Between Medellín and Cape Town, you should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Cape Town'}
{'statement': "You don't like small cities. Between Algiers and Tripoli, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Tripoli'}
{'statement': "You don't like small cities. Between Lima and Yerevan, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Yerevan'}
{'statement': "You don't like small cities. Between Addis Ababa and Wellington, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Wellington'}
{'statement': "You don't like small cities. Between Dar es Salaam and Wellington, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Wellington'}
{'statement': "You don't like small cities. Between Moscow and Douala, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': "You don't like small cities. Between Rome and Hat Yai, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Hat Yai'}
{'statement': "You don't like small cities. Between San Diego and Lake Havasu City, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like small cities. Between Addis Ababa and San Juan, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'San Juan'}
{'statement': "You don't like small cities. Between Shanghai and Parakou, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Parakou'}
{'statement': "You don't like small cities. Between Shanghai and Tripoli, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Tripoli'}
{'statement': "You don't like small cities. Between Shanghai and Wau, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Wau'}
{'statement': "You don't like small cities. Between Shanghai and Bishkek, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Bishkek'}
{'statement': "You don't like small cities. Between Houston and Milan, you should visit Houston.", 'answer': 'Houston', 'candidate': 'Milan'}
{'statement': "You don't like small cities. Between Alexandria and Maputo, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Guadalajara and Podgorica, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Podgorica'}
{'statement': "You don't like small cities. Between Tashkent and Hobart, you should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Hobart'}
{'statement': "You don't like small cities. Between Luanda and Canberra, you should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Canberra'}
{'statement': "You don't like small cities. Between Riyadh and Tamanrasset, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Tamanrasset'}
{'statement': "You don't like small cities. Between Surabaya and Yaoundé, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Yaoundé'}
{'statement': "You don't like small cities. Between Monterrey and Palembang, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': "You don't like small cities. Between London and Maputo, you should visit London.", 'answer': 'London', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Jakarta and Bucharest, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Manaus, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': "You don't like small cities. Between Los Angeles and Harare, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Harare'}
{'statement': "You don't like small cities. Between Cairo and Hobart, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': "You don't like small cities. Between Guadalajara and Vladivostok, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Vladivostok'}
{'statement': "You don't like small cities. Between Bangkok and Fukuoka, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Fukuoka'}
{'statement': "You don't like small cities. Between Nairobi and Córdoba, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': "You don't like small cities. Between Cairo and Murmansk, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': "You don't like small cities. Between Jakarta and Riyadh, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Riyadh'}
{'statement': "You don't like small cities. Between Mumbai and Wellington, you should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Wellington'}
{'statement': "You don't like small cities. Between Berlin and Albuquerque, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Albuquerque'}
{'statement': "You don't like small cities. Between Baghdad and Lyon, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Lyon'}
{'statement': "You don't like small cities. Between Medellín and Florianópolis, you should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Florianópolis'}
{'statement': "You don't like small cities. Between Santiago and Kuopio, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Kuopio'}
{'statement': "You don't like small cities. Between Lima and Lhasa, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Lhasa'}
{'statement': "You don't like small cities. Between Ürümqi and Frankfurt, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Frankfurt'}
{'statement': "You don't like small cities. Between Chicago and Yaoundé, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Yaoundé'}
{'statement': "You don't like small cities. Between Moscow and Milwaukee, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Milwaukee'}
{'statement': "You don't like small cities. Between Ankara and Kuwait City, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': "You don't like small cities. Between Alexandria and San Juan, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'San Juan'}
{'statement': "You don't like small cities. Between Mumbai and Dodoma, you should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Dodoma'}
{'statement': "You don't like small cities. Between San Diego and Vladivostok, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': "You don't like small cities. Between Chicago and Chihuahua, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Chihuahua'}
{'statement': "You don't like small cities. Between Tampa and La Paz, you should visit Tampa.", 'answer': 'Tampa', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Minneapolis and Entebbe, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': "You don't like small cities. Between Johannesburg and Managua, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Managua'}
{'statement': "You don't like small cities. Between Johannesburg and Mandalay, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Mandalay'}
{'statement': "You don't like small cities. Between Dar es Salaam and Lyon, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Lyon'}
{'statement': "You don't like small cities. Between Mumbai and Mexico City, you should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Mexico City'}
{'statement': "You don't like small cities. Between Brasília and Ségou, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Ségou'}
{'statement': "You don't like small cities. Between Kabul and Bahía Blanca, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Bahía Blanca'}
{'statement': "You don't like small cities. Between Algiers and Port Moresby, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Port Moresby'}
